Abacavir ,INDICATION: Abacavir is an antiviral drug used to treat AIDS/HIV infection by acting on the enzyme called reverse transcriptase. Abacavir will not cure the HIV infection but reduces the viral load and delays the progression of the disease. ,CONTRADICTION:  Moderate to severe liver disease Previous allergic reaction to abacavir,"DOSAGE:  Treatment of HIV-1/AIDS along with other medications. Dose in adults is 600 mg daily, as a single dose or divided into two doses.",HOWTOTAKE: It comes as a tablet to take with or without food.  It is also available in combination with other anti-HIV drugs.,"WARNINGS: 						• Caution is advised when used in patients with history of depression or at risk for heart disease•  Avoid use with alcohol.•  Take along with other anti-HIV drugs and not alone, to prevent resistance.•  Continue other precautions to prevent spread of HIV infection.",SIDEEFFECTS: ,"PRECAUTION: •  Monitor and treat the signs of lactic acidosis such as upset stomach, fluctuations in heartbeat,unexplained muscle pain, and difficulty in breathing.•  Patient's body fat and cardiac parameters should be measured regularly to avoid heart related illness.",STORAGE: Store at room temperature (20° to 25°C). 
Aclarubicin ,"INDICATION: Aclarubicin or aclacinomycin A is used to treat acute non lymphocytic leukemia, a cancer of the blood and bone marrow. It is an oligosaccharide anthracycline agent produced by a soil bacterium called Streptomyces galilaeus and has powerful anticancer activity. ","CONTRADICTION: Contraindicated in patients with severe heart disease, bone marrow depression, and hypersensitivity.","DOSAGE: Adult: IV- Initial: 175-300 mg/m2, divided over 3-7 consecutive days. Maintenance: 25-100 mg/m2 3-4 weekly.",HOWTOTAKE: It comes as a solution for injection to be administered by a healthcare provider into the vein.,"WARNINGS: 						•  Caution should be exercised in patients with history of liver or kidney impairment, radiation-induced heart attack, and use of radiotherapy, during pregnancy and breastfeeding. •  Monitor complete blood counts, liver function, uric acid level in blood regularly while taking this medication.","SIDEEFFECTS: 							•  Severe Effects :Heart damage and bone marrow suppression. •   Gastrointestinal :Nausea, vomiting, irritant to tissue, sore mouth, diarrhea, and gastrointestinal tract inflammation. •   Blood  :Anemia, bone-marrow suppression. •   Skin  :Hair loss. •  Liver: Hepatic dysfunction. •   Genitourinary  :Blood in urine.",PRECAUTION:  Avoid live vaccination during the treatment period.  Avoid excess dosage.,STORAGE: IV Inj: Store at room temperature (20 to 25°C). Protect from sunlight. IV Inj (reconstituted solution): Store below 40°C. Use within 24 hours if kept at room temperature.
Aclidinium Bromide Oral Inhalation ,"INDICATION: Aclidinium Bromide Oral Inhalation is used for the long-term maintenance treatment of bronchospasm or sudden constriction of the airways associated with chronic obstructive pulmonary disease (COPD), chronic bronchitis, and emphysema or damaged air sacs in the lungs. It relaxes airway muscles that results in easy breathing.",CONTRADICTION: None.,DOSAGE: Inhalation- One oral inhalation of 400 mcg twice daily. ,"HOWTOTAKE: It comes as a powder for inhalation, use as directed by your physician.","WARNINGS: 						•  Not for acute use: Not for use as a rescue medication.•  Caution should be exercised in patients with history of narrow-angle glaucoma, urinary retention, any allergy, who are taking other medications, liver or kidney impairment, elderly, children, during pregnancy and breastfeeding. •  It is not intended for the initial treatment of acute episodes of bronchospasm.•  Avoid contact with eyes; otherwise it may cause blurred vision.","SIDEEFFECTS: 							•   Most Common :Headache, common cold and cough. •   Miscellaneous  :Nose inflammation, diarrhea, sinus inflammation, toothache, vomiting. ","PRECAUTION:  Avoid excess dosage. Once opened, the inhaler should be discarded after 45 days. Aclidinium use should be discontinued in patients who have severe bronchospasm after treatment with the drug.",STORAGE: Store it in room temperate (25°C).
Acrivastine ,OVERVIEW: •  Acrivastine is a second generation antihistamine works by blocking histamine H1 receptors and thereby reduces allergies.,"INDICATION: Acrivastine is an antiallergic drug used to treat hay fever causing sneezing and watery eyes, itchy red eye due to allergic conjunctivitis,  hives, and eczema.It is also used to treat allergies caused by food and insect bites or stings. ","CONTRADICTION: •  Acrivastine is contraindicated in patients with severe hypertension or severe coronary artery disease, hypersentivity to acrivastine, or other alkylamine antihistamines, hypersensitivity to pseudoephedrine or other sympathomimetic amines and in patients taking monoamine oxidase (MAO) inhibitors.",DOSAGE: •  The recommended dose of acrivastine is 1 capsule of 8 mg for three times a day.•  The capsule can be taken either with or without food.,HOWTOTAKE: 1 capsule of acrivastine should be taken for every 4 to 6 hr up to four times a day.,WARNINGS: 						Acrivastine should not be used in:•  Patients who are allergic to acrivastine or antihistamines like triprolidine•  Kidney disease patients•  Children under 12 years old•  Acrivastine is sedating in some patients,SIDEEFFECTS: 							•  Palpitations and tachycardia•  Headache and  dizziness•  Pharyngitis and increased cough•  Nausea•   Menstrual cramps,PRECAUTION: •  Avoid excess dose.,INTERACTION: Acrivastine interacts with:•  Sedatives or tranquillizers•  MAO inhibitors•  Ketoconazole•   Erythromycin,STORAGE: •  Acrivastine should be stored at room temperature which should be from light and moisture.
Acrivastine and Pseudoephedrine ,"INDICATION: Acrivastine and Pseudoephedrine is a fixed combination of non-sedating antiallergic (acrivastine), and a nasal decongestant (pseudoephedrine) prescribed to relieve symptoms of allergic rhinitis such as sneezing, rhinorrhea, pruritus, lacrimation, and nasal congestion. ","CONTRADICTION: Contraindicated in patients with severe high blood pressure, hypersensitivity, who are taking or have taken monoamine oxidase (MAO) inhibitors within 14 days.","DOSAGE: PO- Adults- The recommended dose is one capsule (8mg/60mg), every 4 to 6 hours four times a day.","HOWTOTAKE: It comes as a capsule to take by mouth, with or without food. Take this with food if stomach upset occurs.","WARNINGS: 						•  Caution should be exercised in patients with history of high blood pressure, heart disease, diabetes, overactive thyroid, increased eye pressure, kidney disease, stomach or bowel obstruction, peptic ulcer, urinary tract problems, prostate disease, difficulty in urinating, who are taking other medications, any allergy, elderly, children, during pregnancy and breastfeeding. •  Should not be used in children under 12 years of age and people who have taken a monoamine-oxidase inhibitor antidepressant (MAOI) in the last 14 days.•  It may cause dizziness or drowsiness, do not drive a car or operate machinery while taking this medication. •  Avoid alcohol consumption. •  It may affect blood sugar levels; monitor blood sugar regularly.","SIDEEFFECTS: 							•   Central Nervous System :Drowsiness, headache, dizziness, nervousness, sleeplessness. •   Gastrointestinal :Nausea, dry mouth/nose/throat, weakness, indigestion, inflammation of pharynx.•  Heart - Increased heart rate, increased blood pressure. •   Miscellaneous :Increased cough, difficulty in passing urine and painful menstruation. ","PRECAUTION:  Avoid excess dosage. If you miss a dose of acrivastine/pseudoephedrine, skip the missed dose. Do not take 2 doses at once.",STORAGE: Store at 15° to 25° C in a dry place and protected from light.
Acyclovir                                          ,"INDICATION: Aciclovir or acyclovir is an antiviral agent used to treat cold sores around the mouth caused by the herpes simplex virus, chickenpox, and shingles. It is also used to treat or prevent genital herpes mainly the repeat outbreaks of the disease.It is also used to treat oral hairy leukoplakia a condition that causes hairy white or gray-colored patches on the tongue or inside of the cheek. ",CONTRADICTION: Hypersensitivity.,"DOSAGE: Acute Treatment of Herpes Zoster: 800 mg every 4 hours orally, 5 times daily for 7 to 10 days. Genital Herpes: Treatment of Initial Genital Herpes: 200 mg every 4 hours, 5 times daily for 10 days. Chronic Suppressive Therapy for Recurrent Disease: 400 mg 2 times daily for up to 12 months, followed by re-evaluation. Treatment of Chickenpox: Children (2 years of age and older): 20 mg/kg per dose orally 4 times daily (80 mg/kg/day) for 5 days. Adults and Children over 40 kg: 800 mg 4 times daily for 5 days. ","HOWTOTAKE: It comes as a tablet, suspension to take by mouth, with or without food. It comes as cream, ointment to apply over the affected area. It also comes as a solution for injection to be administered by a healthcare provider into the vein. ","WARNINGS: 						•  It may cause sunburn easily, avoid exposure to sunlight or wear proper clothes. •  Caution should be exercised in patients with history of kidney disease, any allergy, during pregnancy and breast-feeding. •  It may lead to dehydration, drink adequate water or liquid. •  It may cause dizziness, drowsiness or lightheadedness, do not drive a car or operate machinery while taking this medication. •  After applying this medication wash your hands thoroughly to prevent passage of infection to others.  •  Avoid sexual intercourse or use condom to prevent the spread of virus. ","SIDEEFFECTS: 							•   General :Severe allergic reactions, fever, headache, pain, difficulty sleeping, angioedema and swelling in your hands or feet. •   Central Nervous System :Aggressive behavior, agitation, unsteadiness, coma, confusion, decreased consciousness, confusion, dizziness, hallucinations, numbness, burning, or tingling in the arms or legs, epilepsy, drowsiness and tremors. •   Gastrointestinal :Diarrhea, gastrointestinal distress, vomiting and nausea. •   Blood :Anemia, decrease in white blood cells and platelets. •   Liver Elevated liver function tests, liver inflammation and jaundice. •   Musculoskeletal :Muscle pain, temporary inability to move parts of your body. •   Skin :Hair loss, redness, itching, pale skin, rash or blisters and hives. •   Eye :Visual abnormalities.  •   Genitourinary  :Kidney failure, elevated blood urea nitrogen levels, blood in urine and urinating less than usual or not at all.",PRECAUTION:  Avoid contact with eyes and excess dosage.   Avoid alcohol consumption.,STORAGE: Store it at room temperature (15° to 25°C) and protect from moisture.
Acyclovir And Hydrocortisone ,"INDICATION: Acyclovir and hydrocortisone contain acyclovir, an antiviral agent used to treat cold sores or fever blisters caused by the virus and a steroid, hydrocortisone helps to relieve the pain, itching and the burning sensation. ",CONTRADICTION: None.,DOSAGE: Topical- Apply 5 times per day for 5 days.,"HOWTOTAKE: It comes as cream to apply topically, as directed by your physician.","WARNINGS: 						•  Caution should be exercised in patients with history of poor immunity, any allergy, who are taking other medications, children, during pregnancy and breastfeeding.•  Should not be used in children below 12 years of age.","SIDEEFFECTS: 							Drying or flaking of the skin, Dry/cracked lips, burning/stinging, redness, pigmentation changes, application site inflammation and unusually warm skin.",PRECAUTION:  Avoid excess dosage. Do not rub the cream into the cold sore. Rubbing may spread the virus to other areas around your mouth or make your cold sore worse.,STORAGE: Store at controlled room temperature 20°-25°C. Do not freeze.
Adalimumab ,"INDICATION: Adalimumab is prescribed to treat autoimmune disorders such as rheumatoid arthritis, ulcerative colitis, Crohn's disease, psoriatic arthritis, ankylosing spondylitis, and juvenile idiopathic arthritis.It works by inhibiting a specific cell signal protein that causes inflammation. ",CONTRADICTION: Hypersensitivity.,"DOSAGE: SC- The recommended dose is 40mg to 80 mg, every two weeks; it may be increased if needed. Juvenile Idiopathic Arthritis- 15 kg (33 lbs) to <30 kg (66 lbs): 20 mg every two weeks ≥30 kg (66 lbs): 40 mg every two weeks.","HOWTOTAKE: It comes as a solution to inject under the skin (subcutaneous), by a healthcare provider. ","WARNINGS: 						•  It may cause serious infection, which leads to death, contact your healthcare provider immediately if you have any signs of infection such as fever, cough, or flu-like symptoms. •  Perform lab test for tuberculosis before treatment. Monitor every patient for active tuberculosis while taking this medication. •  Tuberculosis treatment should be given prior to this medication. •  In some patients it may develop cancer like lymphoma. •  Caution should be exercised in patients with cancer, multiple sclerosis, heart disease, during pregnancy and breastfeeding. ","SIDEEFFECTS: 							♦•  Serious:Infections include tuberculosis (TB) and infections caused by viruses, fungi, or bacteria that have spread throughout the body , liver failure,  blood clot in the lung, cerebrovascular accident, and cancer.•  Most common:Injection site reactions, fever, joint pain, numbness, tingling and swelling in the face, tongue, ankles and lower leg regions, headache, rash, nausea and stomach upset.    •  Respiratory   : Upper respiratory tract infection, asthma, sinusitis and flu syndrome. •  Gastrointestinal   :Feeling full, loss of appetite, pain in you’re the upper stomach that may spread to the shoulder. •  Skin :Redness, rash, itching, bruising and pus filled skin eruptions. •  Central Nervous System :Dizziness, confusion and tremor.  •  Respiratory :Difficulty in breathing.  •  Heart :Cardiovascular disorder, chest pain and heart attack.  •  Eye :Vision problems (cataract). •  Laboratory Test:High cholesterol in blood, reduced levels of platelets and red cells, blood in urine and increase in the liver enzymes. •  Miscellaneous :     Accidental injury, back pain, urinary tract infection, weight loss, tiredness and high blood pressure. ",PRECAUTION:  Avoid vaccination while taking this medication.,"STORAGE: Refrigerate at 36°F to 46°F (2°C to 8°C) in an airtight container. Do not freeze. Do not use if frozen even if it has been thawed. When traveling, store HUMIRA in a cool carrier with an ice pack. Protect from light."
Adapalene ,INDICATION: Adapalene is a topical retinoid-like compound used to treat mild to moderate acne by preventing the formation of pimples acting deeply in the source.It also prevents the formation of new acne by restoring skin texture and tone. ,CONTRADICTION: Hypersensitivity.,DOSAGE: Topical- A thin film of gel should be applied once a day to affected areas after washing the skin.,"HOWTOTAKE: It comes as a gel, a solution (liquid), and cream to apply to the skin as directed by your physician.","WARNINGS: 						•  Caution should be exercised in patients with history of eczema, sunburn, any allergy, who are taking other medications, during pregnancy and breastfeeding. •  Avoid exposure to sunlight. •  Avoid contact with mouth; otherwise it may be harmful.  •  Avoid getting pregnant while you are using adapalene.  •  Waxing should not be performed on treated skin.  •  Avoid applying on make-up and moisturizers.","SIDEEFFECTS: 							A brief sensation of warmth or stinging may occur immediately after applying the medication, redness, dryness, itching of the skin and scaling, mild burning, or worsening of acne may occur during the first 2-4 weeks of using the medication.",PRECAUTION:  Avoid excess dosage.  It is recommended to use a mild soap and lukewarm water to wash with while on this medication.,"STORAGE: Store it at room temperature (25°C), away from excess heat and moisture. "
Adapalene and Benzoyl Peroxide ,INDICATION: Adapalene and benzoyl peroxide combination is used to treat severe acne. Adapalene is a retinoid affects cell growth and reduces inflammation. Benzoyl peroxide helps in skin dryness results in skin peeling. ,CONTRADICTION: None.,DOSAGE: Apply a thin film to the affected areas of the face and/or trunk once daily after washing.,HOWTOTAKE: It comes as a gel to apply topically as directed by your physician.,"WARNINGS: 						•  Caution should be exercised in patients with history of eczema, damaged skin, or a sunburn at the affected area, any allergy, who are taking other medications especially while using other sulfur, resorcinol, or salicylic acid containing medications to treat acne, during pregnancy and breastfeeding.   •  Caution should be taken if the patient has a history of skin sensitivity to the sun, or spends a lot of time outdoors. •  For external use only; avoid contact with eyes, mouth, or nose. Do not apply to the inner lip area, inside the nose/mouth, or on mucus membranes","SIDEEFFECTS: 							Dry skin, feeling of warmth, contact dermatitis, application site burning, irritation, scaling, dryness, itching, and blister.",PRECAUTION:  Avoid excess dosage.  Do not use moisturizers that contain alpha hydroxy or glycolic acids.,"STORAGE: Store at 25°C, excursions permitted to 15° – 30° (59° – 86°F). Protect from light and heat."
Adefovir Dipivoxil   ,"INDICATION: Adefovir Dipivoxil is an antiviral agent prescribed to treat hepatitis B, a chronic viral infection of the liver in patients 12 years and above.It works by preventing the virus from spreading and infecting new liver cells. ","CONTRADICTION: Contraindicated in patients who are taking tenofovir, liver enlargement and hypersensitivity.",DOSAGE: Adult- PO -The recommended dose is 10mg/day.,"HOWTOTAKE: It comes as a tablet to take by mouth, with or without food.","WARNINGS: 						•  Caution should be exercised in patients with history of kidney, liver diseases, abnormal liver function tests, liver transplant, HIV infection, obesity, any allergy, who are taking other medications, elderly, during pregnancy and breastfeeding. •  It should not be used in children less than 12 years old. •  Monitor kidney and liver functions regularly while taking this medication. •  If condition worsens stop the medication immediately. •  Should not be used concurrently with tenofovir disoproxil fumarate or tenofovir disoproxil fumarate-containing products.","SIDEEFFECTS: 							•   Most Common :Weakness, headache, abdominal pain, diarrhea, nausea, indigestion, flatulence, increased creatinine, and decrease in blood phosphate level. •   Gastrointestinal :Inflammation of pancreas. •   Muscuskeletal : Muscle pain and softening of bones. •   Genitourinary :Kidney failure and Fanconi syndrome. ","PRECAUTION:   It does not stop the spread of HBV to others; avoid sexual contact, sharing of needles and injection supplies.","STORAGE: Store it in room temperature (25°C), and in an airtight container."
Ademetionine ,OVERVIEW: Ademetionine is also is called as S-adenosylmethionine. ,"INDICATION: Ademetionine is used for treating chronic liver disease such as intrahepatic cholestasis, a condition related to reduced bile flow resulting in accumulation. It is also used to treat mood disorders such as depression, osteoarthritis, and muscle pain or fibromyalgia. ",CONTRADICTION: •  Ademetionine is contraindicated in patients with bipolar depression because of reports of increased  anxiety and mania.•  It should also not be used in patients allergic to the drug.,"DOSAGE: Depression•  Oral: 400-1600 mg per day•  IM/IV: 200-400 mg/dayOsteoarthritis•  Oral: 200 mg thrice daily•  IV: 400 mg/day Liver Disease, Alcohol Related•  Oral: 1200-1600 mg per day; should not be administered for more than 2 years•  IV: 200-2000 mg/day for 15-30 days•  IM: 200 mg/day for 30 daysIntrahepatic Cholestasis•  Oral: 800 mg  twice a dayFibromyalgia•  800 mg per day","HOWTOTAKE: •  Ademetionine tablets should be swallowed whole.•  For better absorption of ademetionine and complete therapeutic effect, ademetionine tablets should not be taken with meals.",WARNINGS: 						•  Caution is advised in patients with  kidney disease.•  Its use should be avoided in pregnancy especially in the first trimester; should be used only on the advice of a health care provider. •  It should also be avoided during breastfeeding. ,"SIDEEFFECTS: 							•  Gastrointestinal disorders: Vomiting, gas, constipation, diarrhea, loss of appetite, dry mouth•  Nervous system disorders: Headache, insomnia, dizziness, nervousness•  Serotonin syndrome: Symptoms include confusion, anxiety, tremors, diarrhea,  high blood pressure and  seizures•  Others:  Sweating, skin rashes, allergic reaction which could include anaphylactic reaction",PRECAUTION: •  Ademetionine should be used under the supervision of a physician.•  Folate and vitamin b12 deficiencies may decrease ademetionine levels; therefore patients at risk of these deficiencies should routinely check their vitamin B12 and  folic acid level while taking ademetionine.•  Ademetionine should not be used in children and should be stopped at least two weeks before surgery.•  Ammonia levels should be monitored in patients with liver disease taking the medication.,"INTERACTION: •  Ademetionine can precipitate serotonin syndrome when administered with antidepressant drugs like  fluoxetine,  sertraline and clomipramine, monoamine oxidase inhibitors like phenelzine and tranylcypromine, and supplements like  St.John's wort.•  It should not be used in patients taking antidiabetes medication since it cause a severe reduction in blood sugar levels.",STORAGE: •  Store at temperatures not exceeding 30°C.
Adenosine ,INDICATION: Adenosine is used as an antiarrhythmic agent prescribed to treat specific conditions of  irregular heartbeat and also used while performing a stress test of the heart. ,"CONTRADICTION: Contraindicated in patients with second-or third-degree AV block, slow heartbeat, and hypersensitivity.","DOSAGE: Adult- IV- Initial dose: 6 mg given as a rapid intravenous bolus (administered over a 1-2 second period).Repeat Administration: If first dose does not work, 12 mg should be given as a rapid intravenous bolus. This 12 mg dose may be repeated a second time if required. Child- Initial dose: Give 0.05 to 0.1 mg/kg as a rapid IV bolus. It may be increased upto 0.05 to 0.1 mg/kg if needed.",HOWTOTAKE: It comes as a solution for injection to be administered by a healthcare provider into the vein.,"WARNINGS: 						•  Caution should be exercised in patients with history of lung or breathing problems, gout, any allergy, who are taking other medications, elderly, during pregnancy and breast-feeding. •  It may cause dizziness or lightheadedness, do not drive a car or operate machinery while taking this medication. •  Avoid drinking large amount of caffeinated beverages. ","SIDEEFFECTS: 							•   Heart :Facial flushing, temporary rash on the chest, headache, sweating, palpitations, chest pain and low blood pressure. •   Respiratory :Shortness of breath, chest pressure, fast breathing, coughing and head pressure. •   Central Nervous System :Lightheadedness, dizziness, tingling in arms, numbness, apprehension, blurred vision, burning sensation, heaviness in arms, neck and back pain.  •   Gastrointestinal :Nausea, diaphoresis, metallic taste, tightness in throat and pressure in groin.",PRECAUTION:  Monitor electrocardiogram (ECG) regularly while taking this medication.,"STORAGE: Store it at controlled room temperature (15º-30ºC), and in an airtight container."
Adenosylcobalamin ,"INDICATION: Adenosylcobalamin is an active form of vitamin B12, a water-soluble vitamin used as a nutritional supplement to treat vitamin B12 deficiency or pernicious anemia, stomatitis, as well as for other conditions like depression, panic attacks and anxiety. Adenosylcobalamin is also known as cobamide or dibencozide. ",CONTRADICTION: • Allergic to adenosylcobalamin .,DOSAGE: • The recommended dose for adenosylcobalamin varies depending on the patient’s physiological condition and whether it is used for preventive purpose or for treatment of vitamin B12 deficiency. ,HOWTOTAKE: • Adenosylcobalamin should be taken orally before or after food intake.• It is usually available as a combination with other supplements. • Lozenges or sublingual tablets should be allowed to dissolve in the mouth.,"WARNINGS: 						• Patients with intestinal disorders, vitamin B12 malabsorption syndrome, and surgical removal of intestinal organs may not be able to absorb adenosylcobalamin.• Blood tests may be advised before and after a few months of treatment to document a good response to treatment.","SIDEEFFECTS: 							• The side-effects of adenosylcobalamin may include the following:•  General: Fever, low blood potassium levels•  Allergic reaction:  Rash, itching, swelling under the skin, possible anaphylactic shock •  Digestive tract:  Mild transient diarrhea, nausea, vomiting•  Nervous system:  Tingling and numbness, headache, dizziness•  Blood:  Polycythemia vera (increased production of red blood cells by the bone marrow)•  Heart:  Congestive heart failure, low blood pressure, fluid accumulation in the lungs•  Eyes: Vision problems",PRECAUTION: Inform your doctor in the following situations:• Impaired kidney or liver function• Iron and folic acid deficiency along with vitamin B1 deficiency• Leber’s disease• Pregnant and breastfeeding women,INTERACTION: Adenosylcobalamin may interact with• Chloramphenicol• Methotrexate • Pyrimethamine • Cholestyramine• Colchicine• Heavy alcohol intake ,STORAGE: • Adenosylcobalamin should be stored as advised by the labelling. • Protect from excess heat and light. • Keep out of reach of children.
Ado-trastuzumab Emtansine ,"INDICATION: Ado-trastuzumab Emtansine is used to treat HER2-positive metastatic breast cancer, a specific type of breast cancer that has moved to other parts of the body.It is used in patients who already received trastuzumab combination with other cancer treating drugs or who showed cancer recurrence. ",CONTRADICTION: None. ,DOSAGE: IV- The recommended dose is 3.6 mg/kg every 3 weeks (21-day cycle).,"HOWTOTAKE: It comes as powder for injection (diluted with fluid), to be administered by a healthcare provider into the vein.","WARNINGS: 						•  Caution should be exercised in patients with history of liver or heart problem, any allergy, who are taking other medications, elderly, children, during pregnancy and breastfeeding. •  Ado-trastuzumab emtansine should not be administered at doses greater than 3.6 mg/kg. •  Should not substitute for or with trastuzumab. •  Monitor platelet counts prior to each dose of this drug administration. •  Perform HER2 testing while taking this medication. •  Discontinue this medication in patients diagnosed with interstitial lung disease or pneumonitis. ","SIDEEFFECTS: 							•   Serious Effects :Lung problems, injection site reactions, nerve damage, heart damage, embryo-fetal toxicity.  •   Most Common :Fatigue, nausea, muscle and bone pain, decrease in platelet counts, headache, increased level of liver enzymes and constipation. •   Miscellaneous :Tiredness, liver problems, nerve problems. ",PRECAUTION: Avoid excess dosage.,STORAGE: Store vials in a refrigerator at 2°C to 8°C.
Abacavir ,INDICATION: Abacavir is an antiviral drug used to treat AIDS/HIV infection by acting on the enzyme called reverse transcriptase. Abacavir will not cure the HIV infection but reduces the viral load and delays the progression of the disease. ,CONTRADICTION:  Moderate to severe liver disease Previous allergic reaction to abacavir,"DOSAGE:  Treatment of HIV-1/AIDS along with other medications. Dose in adults is 600 mg daily, as a single dose or divided into two doses.",HOWTOTAKE: It comes as a tablet to take with or without food.  It is also available in combination with other anti-HIV drugs.,"WARNINGS: 						• Caution is advised when used in patients with history of depression or at risk for heart disease•  Avoid use with alcohol.•  Take along with other anti-HIV drugs and not alone, to prevent resistance.•  Continue other precautions to prevent spread of HIV infection.",SIDEEFFECTS: ,"PRECAUTION: •  Monitor and treat the signs of lactic acidosis such as upset stomach, fluctuations in heartbeat,unexplained muscle pain, and difficulty in breathing.•  Patient's body fat and cardiac parameters should be measured regularly to avoid heart related illness.",STORAGE: Store at room temperature (20° to 25°C). 
Abacavir Sulfate and Lamivudine ,"INDICATION: Abacavir and lamivudine is a fixed-dose combination of antiviral drugs used to treat AIDS/HIV infection, particularly in children. These drugs prevent or slow down the damage caused to the immune system and decrease the risk of developing AIDS. ",CONTRADICTION: Hypersensitivity.,DOSAGE: The recommended oral dose is one tablet daily.,"HOWTOTAKE: It comes as a tablet abacavir 600 mg (as sulfate)/lamivudine 300 mg) to take by mouth, with or without food.","WARNINGS: 						•  Caution should be exercised in patients with history of liver or kidney impairment, heart disease, diabetes or cholesterol, poor immunity, who are taking other medications, any allergy, elderly, children, during pregnancy and breastfeeding. •   It doesn’t stop the spread of infections to others; avoid sexual contact during the treatment period.","SIDEEFFECTS: 							•   Most Common :Hypersensitivity, sleeplessness, depression, headache, migraine, fatigue, uneasiness, dizziness, nausea, vomiting, diarrhea, rash, fever, abdominal pain, abnormal dreams, anxiety, cough or Inflammation of the pharynx, eye problems, enlarged lymph nodes and swollen ankles.•   Body as a Whole :Redistribution/accumulation of body fat.  •   Gastrointestinal :Mouth ulcer, sore throat. •   Metabolic :Blood sugar. •   General :Weakness. •   Blood :Anemia. •   Hypersensitivity :Hives. •   Musculoskeletal :Muscle weakness, CPK elevation, damaged skeletal muscle. •   Central Nervous System :Tingling, nerve disease, seizures. •   Respiratory :Abnormal breath sounds/wheezing. •   Skin :Hair loss, redness, Stevens-Johnson syndrome.",PRECAUTION:  Avoid excess dosage.,STORAGE: Store it at controlled room temperature (25°C).
"Abacavir Sulfate, Lamivudine and Zidovudine ","INDICATION: Abacavir Sulfate, Lamivudine, and Zidovudine is a fixed-dose combination prescribed for treating AIDS/HIV infection mainly for pregnant women to reduce the risk of mother to child transmission during pregnancy. HIV resistance is greatly reduced by this combination. ",CONTRADICTION: Hypersensitivity.,DOSAGE: The recommended oral dose is one tablet twice daily. Weight should be at least 40 Kg.,"HOWTOTAKE: It comes as a tablet which contains abacavir, lamivudine and zidovudine.(300 mg / 150 mg / 300 mg) to take by mouth, with or without food.","WARNINGS: 						•  Caution should be exercised in patients with history of kidney problems, heart disease, high blood pressure, high cholesterol, diabetes, bone marrow depression, muscle disorders, smoking, alcoholism, hepatitis B infection, breathing problem, nerve disorders, obesity, poor immunity, abdominal pain, diarrhea, nausea, vomiting, cough, sore throat, fever, fatigue, rash, any allergy, who are taking other medications, during pregnancy and breastfeeding. •  It may cause dizziness, do not drive a car or operate machinery while taking this medication. •  It should not be used in children. •  It does not stop the spread of infection to others; avoid sexual contact, sharing of needles, injection supplies.","SIDEEFFECTS: 							•   Most Common :Nausea, vomiting, headache, uneasiness, fatigue, diarrhea, fever, chills, depressive disorders, musculoskeletal pain, rash, throat infections, anxiety. •   Body as a Whole :Redistribution/accumulation of body fat.  •   Heart :Heart disease. •   Gastrointestinal :Mouth ulcer. •   Endocrine and Metabolic :Breast enlargement in males, sugar. •   Gastrointestinal :Loss of appetite, abdominal pain, indigestion, darkening of skin. •   General :Inflammation of blood cells, weakness. •   Blood :Anemia, swelling of lymph nodes, decrease in platelets.   •   Liver  - Lactic acidosis and hepatic steatosis (fatty liver), elevated bilirubin, elevated transaminases, posttreatment exacerbation of hepatitis B, jaundice (yellowing of the skin or eyes). •   Musculoskeletal :Joint pain, muscle pain, muscle weakness, symptomatic myopathy(diseases of skeletal muscle), CPK elevation,  breakdown of muscle fibers. •   Central Nervous System :Dizziness, tingling, nerve disease, seizures, sleeplessness, and other sleep disorders. •   Respiratory :Abnormal breath sounds/wheezing, difficulty in breathing. •   Skin  :Hair loss, redness, Stevens-Johnson syndrome, darkening of skin, rash, hives.",PRECAUTION:  Avoid excess dosage.,STORAGE: Store it at controlled room temperature (15° to 30°C).
